trade_id,trader_id,ticker,trade_date,trade_time,side,quantity,price,trade_value
T00007019,TRD0024,MSFT,2021-12-17,2021-12-17 11:09:00,SELL,145,1692.23,245373.87
T00007020,TRD0024,AMZN,2023-11-20,2023-11-20 09:51:00,BUY,59,514.01,30326.76
T00007021,TRD0024,HDFCBANK,2025-07-23,2025-07-23 12:52:00,BUY,24,2612.23,62693.49
T00007022,TRD0024,HDFCBANK,2023-02-24,2023-02-24 12:38:00,BUY,127,1561.91,198362.8
T00007023,TRD0024,AAPL,2024-06-26,2024-06-26 12:39:00,SELL,159,2321.82,369169.89
T00007024,TRD0024,AAPL,2022-04-29,2022-04-29 10:15:00,SELL,36,1085.45,39076.36
T00007025,TRD0024,AAPL,2023-10-05,2023-10-05 10:31:00,BUY,64,1826.55,116899.3
T00007026,TRD0024,AMZN,2025-03-21,2025-03-21 10:22:00,BUY,32,809.64,25908.5
T00007027,TRD0024,MSFT,2025-12-19,2025-12-19 11:45:00,SELL,88,9154.97,805637.51
T00007028,TRD0024,HDFCBANK,2022-01-14,2022-01-14 12:13:00,BUY,28,1602.82,44879.06
T00007029,TRD0024,RELIANCE,2025-07-01,2025-07-01 13:01:00,BUY,84,2171.24,182384.44
T00007030,TRD0024,AMZN,2021-08-18,2021-08-18 11:06:00,BUY,63,597.57,37647.11
T00007031,TRD0024,AMZN,2023-07-25,2023-07-25 11:49:00,BUY,102,473.58,48305.35
T00007032,TRD0024,MSFT,2025-07-02,2025-07-02 09:36:00,SELL,46,9754.41,448703.03
T00007033,TRD0024,AMZN,2022-02-28,2022-02-28 14:41:00,BUY,116,561.68,65154.64
T00007034,TRD0024,RELIANCE,2023-06-27,2023-06-27 14:02:00,SELL,60,1731.07,103863.97
T00007035,TRD0024,AAPL,2024-02-07,2024-02-07 09:41:00,SELL,71,2120.54,150558.65
T00007036,TRD0024,RELIANCE,2022-07-05,2022-07-05 14:14:00,SELL,35,1749.31,61225.76
T00007037,TRD0024,HDFCBANK,2021-02-26,2021-02-26 13:23:00,SELL,86,1320.89,113596.72
T00007038,TRD0024,HDFCBANK,2021-02-23,2021-02-23 11:04:00,BUY,11,1336.42,14700.62
T00007039,TRD0024,AAPL,2021-01-01,2021-01-01 11:42:00,BUY,197,1790.11,352651.63
T00007040,TRD0024,GOOGL,2023-06-20,2023-06-20 14:15:00,SELL,87,1139.41,99128.68
T00007041,TRD0024,TSLA,2023-01-23,2023-01-23 10:20:00,SELL,105,565.65,59393.73
T00007042,TRD0024,HDFCBANK,2025-04-08,2025-04-08 13:40:00,BUY,12,3155.86,37870.28
T00007043,TRD0024,MSFT,2022-02-02,2022-02-02 09:49:00,SELL,39,1833.61,71510.63
T00007044,TRD0024,HDFCBANK,2022-03-04,2022-03-04 09:11:00,SELL,158,1487.96,235097.11
T00007045,TRD0024,GOOGL,2021-04-08,2021-04-08 11:38:00,SELL,10,607.04,6070.4
T00007046,TRD0024,HDFCBANK,2021-04-06,2021-04-06 14:33:00,SELL,119,1363.08,162206.89
T00007047,TRD0024,AMZN,2024-09-23,2024-09-23 10:03:00,BUY,47,799.43,37573.23
T00007048,TRD0024,TSLA,2024-12-17,2024-12-17 10:09:00,SELL,15,988.42,14826.23
T00007049,TRD0024,AMZN,2024-02-07,2024-02-07 11:05:00,BUY,26,676.08,17578.02
T00007050,TRD0024,MSFT,2025-01-21,2025-01-21 14:19:00,BUY,54,8928.36,482131.38
T00007051,TRD0024,AAPL,2021-11-02,2021-11-02 12:07:00,SELL,199,1653.81,329107.76
T00007052,TRD0024,HDFCBANK,2023-03-09,2023-03-09 11:33:00,BUY,22,1519.61,33431.38
T00007053,TRD0024,AMZN,2025-01-17,2025-01-17 10:16:00,SELL,197,803.59,158306.55
T00007054,TRD0024,RELIANCE,2023-04-10,2023-04-10 11:00:00,SELL,125,1803.25,225405.79
T00007055,TRD0024,TSLA,2022-02-14,2022-02-14 11:15:00,SELL,29,785.35,22775.17
T00007056,TRD0024,AAPL,2023-08-14,2023-08-14 14:40:00,BUY,149,1703.03,253751.12
T00007057,TRD0024,MSFT,2024-11-11,2024-11-11 12:29:00,BUY,138,6349.81,876274.34
T00007058,TRD0024,AAPL,2022-05-23,2022-05-23 11:06:00,BUY,180,1149.75,206954.72
T00007059,TRD0024,AAPL,2021-06-09,2021-06-09 12:47:00,BUY,169,1761.9,297760.62
T00007060,TRD0024,HDFCBANK,2024-03-07,2024-03-07 14:31:00,BUY,151,2231.48,336953.86
T00007061,TRD0024,RELIANCE,2025-08-06,2025-08-06 13:42:00,SELL,92,2086.83,191988.43
T00007062,TRD0024,TSLA,2021-07-28,2021-07-28 12:56:00,BUY,127,339.07,43061.36
T00007063,TRD0024,TSLA,2024-10-22,2024-10-22 12:07:00,SELL,193,827.64,159733.81
T00007064,TRD0024,TSLA,2021-05-11,2021-05-11 13:10:00,BUY,72,363.25,26153.9
T00007065,TRD0024,AAPL,2021-05-27,2021-05-27 14:47:00,BUY,41,1765.66,72391.94
T00007066,TRD0024,MSFT,2024-07-16,2024-07-16 14:03:00,SELL,190,5044.66,958486.11
T00007067,TRD0024,MSFT,2024-11-20,2024-11-20 09:32:00,BUY,154,6954.91,1071056.58
T00007068,TRD0024,GOOGL,2023-11-08,2023-11-08 11:51:00,BUY,140,1001.47,140205.57
T00007069,TRD0024,HDFCBANK,2021-02-04,2021-02-04 12:54:00,SELL,57,1309.14,74620.93
T00007070,TRD0024,AAPL,2023-01-26,2023-01-26 11:04:00,SELL,21,1063.43,22331.95
T00007071,TRD0024,AMZN,2024-02-26,2024-02-26 10:45:00,BUY,81,721.83,58468.31
T00007072,TRD0024,TSLA,2022-04-05,2022-04-05 13:57:00,SELL,42,755.07,31713.12
T00007073,TRD0024,GOOGL,2022-01-14,2022-01-14 13:52:00,SELL,128,677.17,86677.2
T00007074,TRD0024,RELIANCE,2025-08-26,2025-08-26 10:00:00,BUY,113,2420.66,273534.79
T00007075,TRD0024,GOOGL,2023-02-10,2023-02-10 10:09:00,BUY,161,1092.78,175937.11
T00007076,TRD0024,AMZN,2022-11-29,2022-11-29 10:08:00,BUY,172,433.42,74547.97
T00007077,TRD0024,GOOGL,2022-01-28,2022-01-28 12:49:00,SELL,180,729.84,131370.53
T00007078,TRD0024,GOOGL,2023-01-09,2023-01-09 09:22:00,SELL,187,1000.44,187081.8
T00007079,TRD0024,TSLA,2023-01-19,2023-01-19 09:01:00,BUY,30,548.69,16460.59
T00007080,TRD0024,HDFCBANK,2021-08-18,2021-08-18 13:07:00,SELL,100,1257.62,125761.59
T00007081,TRD0024,MSFT,2023-07-11,2023-07-11 09:26:00,SELL,169,4610.55,779183.2
T00007082,TRD0024,MSFT,2023-04-14,2023-04-14 09:49:00,SELL,115,3092.54,355641.67
T00007083,TRD0024,TSLA,2021-09-27,2021-09-27 10:43:00,SELL,128,366.72,46939.64
T00007084,TRD0024,TSLA,2024-12-19,2024-12-19 09:05:00,BUY,25,954.98,23874.43
T00007085,TRD0024,GOOGL,2024-05-09,2024-05-09 10:41:00,BUY,56,953.77,53410.97
T00007086,TRD0024,RELIANCE,2023-05-12,2023-05-12 14:08:00,SELL,148,1773.19,262432.29
T00007087,TRD0024,TSLA,2023-04-28,2023-04-28 12:38:00,BUY,96,532.96,51163.8
T00007088,TRD0024,AMZN,2021-03-02,2021-03-02 14:26:00,BUY,42,722.48,30344.16
T00007089,TRD0024,HDFCBANK,2025-10-24,2025-10-24 14:20:00,BUY,176,2397.32,421927.72
T00007090,TRD0024,RELIANCE,2023-04-13,2023-04-13 14:39:00,BUY,25,1757.47,43936.79
T00007091,TRD0024,TSLA,2025-09-02,2025-09-02 10:01:00,BUY,53,817.74,43340.09
T00007092,TRD0024,MSFT,2021-10-20,2021-10-20 10:05:00,SELL,142,1828.49,259645.39
T00007093,TRD0024,AMZN,2021-07-07,2021-07-07 12:45:00,BUY,17,691.76,11759.98
T00007094,TRD0024,MSFT,2020-12-31,2020-12-31 11:34:00,BUY,194,1468.69,284925.37
T00007095,TRD0024,AAPL,2023-09-11,2023-09-11 09:17:00,BUY,95,1791.19,170162.99
T00007096,TRD0024,RELIANCE,2024-12-25,2024-12-25 13:22:00,SELL,44,1835.79,80774.83
T00007097,TRD0024,AAPL,2021-02-12,2021-02-12 09:48:00,SELL,12,1633.4,19600.84
T00007098,TRD0024,GOOGL,2025-10-28,2025-10-28 11:56:00,SELL,107,787.51,84263.99
T00007099,TRD0024,MSFT,2025-03-11,2025-03-11 09:21:00,SELL,30,9658.44,289753.18
T00007100,TRD0024,HDFCBANK,2025-04-01,2025-04-01 11:43:00,SELL,49,3028.63,148402.91
T00007101,TRD0024,RELIANCE,2022-04-19,2022-04-19 10:43:00,SELL,53,2005.61,106297.32
T00007102,TRD0024,RELIANCE,2021-03-09,2021-03-09 10:49:00,SELL,189,1805.0,341145.02
T00007103,TRD0024,HDFCBANK,2025-12-19,2025-12-19 09:36:00,BUY,25,2082.92,52072.99
T00007104,TRD0024,AAPL,2021-03-26,2021-03-26 13:23:00,BUY,78,1806.64,140918.13
T00007105,TRD0024,TSLA,2023-05-22,2023-05-22 11:08:00,BUY,43,583.23,25078.94
T00007106,TRD0024,RELIANCE,2024-02-01,2024-02-01 12:10:00,SELL,187,1556.0,290972.86
T00007107,TRD0024,TSLA,2024-04-09,2024-04-09 12:14:00,BUY,141,712.94,100525.19
T00007108,TRD0024,MSFT,2023-03-23,2023-03-23 11:32:00,BUY,85,3127.85,265867.04
T00007109,TRD0024,AMZN,2023-10-26,2023-10-26 12:52:00,SELL,35,493.0,17254.88
T00007110,TRD0024,GOOGL,2024-05-10,2024-05-10 12:42:00,BUY,106,957.84,101530.96
T00007111,TRD0024,AMZN,2022-02-08,2022-02-08 11:44:00,SELL,90,583.27,52494.73
T00007112,TRD0024,GOOGL,2021-11-30,2021-11-30 11:28:00,BUY,26,695.21,18075.4
T00007113,TRD0024,RELIANCE,2024-03-05,2024-03-05 12:42:00,BUY,163,1601.17,260989.95
T00007114,TRD0024,AAPL,2021-07-29,2021-07-29 12:11:00,BUY,47,1603.7,75373.87
T00007115,TRD0024,GOOGL,2021-01-11,2021-01-11 13:35:00,SELL,34,587.16,19963.31
T00007116,TRD0024,TSLA,2024-10-03,2024-10-03 11:51:00,SELL,41,857.65,35163.8
T00007117,TRD0024,AAPL,2025-07-24,2025-07-24 09:34:00,BUY,83,2846.84,236287.96
T00007118,TRD0024,RELIANCE,2024-05-13,2024-05-13 12:46:00,SELL,86,1777.86,152895.86
T00007119,TRD0024,GOOGL,2025-11-28,2025-11-28 13:59:00,SELL,117,853.85,99900.98
T00007120,TRD0024,MSFT,2023-05-11,2023-05-11 13:17:00,BUY,41,3342.26,137032.82
T00007121,TRD0024,AAPL,2021-07-28,2021-07-28 12:27:00,SELL,168,1616.09,271503.95
T00007122,TRD0024,GOOGL,2024-02-13,2024-02-13 13:55:00,SELL,182,1031.63,187756.9
T00007123,TRD0024,AMZN,2021-05-25,2021-05-25 09:32:00,BUY,178,684.62,121861.92
T00007124,TRD0024,AMZN,2022-11-02,2022-11-02 11:53:00,BUY,185,422.43,78148.71
T00007125,TRD0024,HDFCBANK,2022-07-06,2022-07-06 12:30:00,BUY,13,1392.49,18102.38
T00007126,TRD0024,MSFT,2024-04-16,2024-04-16 14:01:00,SELL,137,4171.77,571532.49
T00007127,TRD0024,AMZN,2025-09-19,2025-09-19 12:20:00,BUY,136,868.55,118122.23
T00007128,TRD0025,RELIANCE,2021-01-21,2021-01-21 09:33:00,BUY,186,1690.26,314389.27
T00007129,TRD0025,HDFCBANK,2025-07-09,2025-07-09 11:08:00,SELL,312,2714.26,846850.43
T00007130,TRD0025,GOOGL,2020-12-29,2020-12-29 10:18:00,BUY,202,594.43,120075.24
T00007131,TRD0025,HDFCBANK,2024-11-04,2024-11-04 10:38:00,SELL,320,3290.74,1053035.29
T00007132,TRD0025,RELIANCE,2024-07-25,2024-07-25 10:51:00,SELL,380,2046.01,777484.55
T00007133,TRD0025,AMZN,2023-06-22,2023-06-22 13:06:00,SELL,252,487.33,122807.9
T00007134,TRD0025,GOOGL,2021-06-04,2021-06-04 09:20:00,SELL,74,665.28,49230.72
T00007135,TRD0025,RELIANCE,2025-08-27,2025-08-27 09:08:00,BUY,112,2413.46,270307.67
T00007136,TRD0025,GOOGL,2024-05-20,2024-05-20 10:04:00,SELL,307,966.67,296766.74
T00007137,TRD0025,TSLA,2024-01-24,2024-01-24 12:13:00,SELL,258,554.41,143036.72
T00007138,TRD0025,AAPL,2022-09-22,2022-09-22 14:02:00,BUY,347,1503.53,521724.84
T00007139,TRD0025,RELIANCE,2025-06-11,2025-06-11 12:06:00,SELL,149,2037.48,303583.99
T00007140,TRD0025,RELIANCE,2022-03-23,2022-03-23 13:08:00,SELL,101,2027.48,204775.87
T00007141,TRD0025,MSFT,2023-05-26,2023-05-26 12:47:00,SELL,277,3524.38,976251.97
T00007142,TRD0025,AAPL,2022-08-31,2022-08-31 09:08:00,SELL,64,1387.58,88804.85
T00007143,TRD0025,RELIANCE,2021-05-14,2021-05-14 12:42:00,BUY,372,1615.68,601033.5
T00007144,TRD0025,RELIANCE,2024-08-07,2024-08-07 11:50:00,BUY,391,2075.3,811443.03
T00007145,TRD0025,RELIANCE,2022-05-30,2022-05-30 11:53:00,SELL,265,1837.93,487050.54
T00007146,TRD0025,AAPL,2022-10-25,2022-10-25 09:25:00,BUY,292,1397.22,407988.19
T00007147,TRD0025,MSFT,2023-05-18,2023-05-18 10:11:00,SELL,285,3320.9,946455.86
T00007148,TRD0025,AMZN,2021-12-24,2021-12-24 13:36:00,SELL,131,617.76,80926.29
T00007149,TRD0025,RELIANCE,2022-03-10,2022-03-10 12:38:00,SELL,325,2015.75,655119.85
T00007150,TRD0025,AAPL,2024-04-19,2024-04-19 14:16:00,SELL,175,1984.17,347230.05
T00007151,TRD0025,AAPL,2022-12-30,2022-12-30 11:53:00,BUY,157,1117.21,175401.28
T00007152,TRD0025,MSFT,2023-07-19,2023-07-19 11:07:00,BUY,173,4660.63,806289.71
T00007153,TRD0025,AMZN,2025-12-16,2025-12-16 11:10:00,BUY,103,898.26,92521.22
T00007154,TRD0025,GOOGL,2023-11-03,2023-11-03 14:52:00,SELL,393,1024.9,402784.39
T00007155,TRD0025,TSLA,2023-08-17,2023-08-17 10:04:00,SELL,164,587.75,96390.94
T00007156,TRD0025,TSLA,2025-07-08,2025-07-08 11:48:00,SELL,144,1049.32,151102.41
T00007157,TRD0025,GOOGL,2025-07-16,2025-07-16 14:23:00,BUY,109,1015.67,110707.75
T00007158,TRD0025,GOOGL,2022-12-27,2022-12-27 11:59:00,SELL,347,1009.11,350162.43
T00007159,TRD0025,MSFT,2021-01-21,2021-01-21 10:05:00,SELL,134,1318.71,176707.03
T00007160,TRD0025,AAPL,2025-01-17,2025-01-17 10:54:00,BUY,366,2752.96,1007582.93
T00007161,TRD0025,AAPL,2023-07-31,2023-07-31 10:16:00,BUY,223,1636.54,364948.11
T00007162,TRD0025,GOOGL,2024-10-18,2024-10-18 14:05:00,SELL,90,1010.18,90916.48
T00007163,TRD0025,AAPL,2024-05-31,2024-05-31 14:49:00,SELL,256,2288.85,585946.29
T00007164,TRD0025,RELIANCE,2022-11-21,2022-11-21 11:15:00,SELL,119,1761.9,209666.69
T00007165,TRD0025,GOOGL,2023-03-09,2023-03-09 14:34:00,BUY,366,1140.98,417596.85
T00007166,TRD0025,AMZN,2021-10-28,2021-10-28 14:01:00,SELL,298,671.61,200139.63
T00007167,TRD0025,AAPL,2021-11-12,2021-11-12 13:17:00,SELL,100,1534.39,153439.1
T00007168,TRD0025,TSLA,2021-08-13,2021-08-13 14:34:00,BUY,190,334.49,63552.69
T00007169,TRD0025,MSFT,2021-01-26,2021-01-26 13:23:00,SELL,355,1329.03,471805.45
T00007170,TRD0025,RELIANCE,2024-09-09,2024-09-09 10:40:00,BUY,65,2389.19,155297.57
T00007171,TRD0025,TSLA,2024-04-05,2024-04-05 10:41:00,BUY,366,692.71,253530.22
T00007172,TRD0025,AMZN,2024-08-27,2024-08-27 13:16:00,BUY,244,818.1,199615.5
T00007173,TRD0025,TSLA,2024-05-15,2024-05-15 11:49:00,SELL,188,740.62,139236.54
T00007174,TRD0025,MSFT,2024-05-22,2024-05-22 10:30:00,SELL,246,4862.92,1196277.45
T00007175,TRD0025,AAPL,2025-04-25,2025-04-25 09:02:00,BUY,387,2952.82,1142741.04
T00007176,TRD0025,HDFCBANK,2024-02-14,2024-02-14 10:58:00,BUY,51,2223.17,113381.64
T00007177,TRD0025,RELIANCE,2023-05-26,2023-05-26 14:11:00,SELL,376,1779.66,669153.28
T00007178,TRD0025,AMZN,2024-06-12,2024-06-12 11:22:00,BUY,255,785.16,200214.78
T00007179,TRD0025,MSFT,2021-03-09,2021-03-09 14:01:00,SELL,82,1363.52,111808.75
T00007180,TRD0025,RELIANCE,2025-03-06,2025-03-06 09:27:00,BUY,198,2281.75,451786.08
T00007181,TRD0025,AAPL,2024-09-26,2024-09-26 10:48:00,SELL,163,2268.68,369795.19
T00007182,TRD0025,HDFCBANK,2022-04-14,2022-04-14 12:09:00,BUY,223,1315.95,293457.67
T00007183,TRD0025,GOOGL,2022-04-29,2022-04-29 11:28:00,SELL,290,843.77,244693.22
T00007184,TRD0025,TSLA,2024-07-11,2024-07-11 14:51:00,SELL,116,756.6,87765.4
T00007185,TRD0025,TSLA,2024-05-20,2024-05-20 12:24:00,BUY,256,739.99,189438.28
T00007186,TRD0025,AMZN,2024-09-26,2024-09-26 14:29:00,SELL,74,799.23,59142.67
T00007187,TRD0025,AAPL,2025-05-27,2025-05-27 09:40:00,SELL,291,2830.54,823686.55
T00007188,TRD0025,GOOGL,2022-06-21,2022-06-21 12:13:00,BUY,162,886.34,143587.34
T00007189,TRD0025,GOOGL,2024-04-11,2024-04-11 13:08:00,SELL,114,936.87,106803.02
T00007190,TRD0025,AMZN,2024-08-22,2024-08-22 10:55:00,SELL,343,858.12,294334.42
T00007191,TRD0025,HDFCBANK,2024-11-20,2024-11-20 09:47:00,BUY,367,3261.61,1197009.34
T00007192,TRD0025,RELIANCE,2023-11-17,2023-11-17 12:37:00,BUY,70,1535.74,107501.49
T00007193,TRD0025,MSFT,2025-03-27,2025-03-27 14:04:00,SELL,300,9411.74,2823522.91
T00007194,TRD0025,GOOGL,2021-01-05,2021-01-05 13:31:00,SELL,101,576.56,58232.98
T00007195,TRD0025,HDFCBANK,2021-09-20,2021-09-20 10:32:00,SELL,326,1248.23,406923.44
T00007196,TRD0025,AAPL,2023-11-01,2023-11-01 10:51:00,BUY,67,2039.23,136628.58
T00007197,TRD0025,HDFCBANK,2021-04-07,2021-04-07 11:53:00,SELL,187,1391.75,260256.32
T00007198,TRD0025,AMZN,2021-08-16,2021-08-16 11:55:00,BUY,276,602.94,166411.45
T00007199,TRD0025,AMZN,2021-04-28,2021-04-28 10:31:00,BUY,76,695.31,52843.54
T00007200,TRD0025,AMZN,2024-10-31,2024-10-31 14:47:00,BUY,202,826.12,166876.71
T00007201,TRD0025,HDFCBANK,2022-12-23,2022-12-23 10:33:00,SELL,358,1464.04,524125.86
T00007202,TRD0025,HDFCBANK,2025-11-28,2025-11-28 09:33:00,BUY,269,2130.54,573116.25
T00007203,TRD0025,GOOGL,2025-09-11,2025-09-11 09:36:00,SELL,356,998.52,355474.43
T00007204,TRD0025,AMZN,2025-10-24,2025-10-24 13:51:00,BUY,343,940.83,322704.26
T00007205,TRD0025,GOOGL,2023-02-21,2023-02-21 09:05:00,SELL,263,1148.97,302178.84
T00007206,TRD0025,RELIANCE,2023-04-10,2023-04-10 10:32:00,BUY,137,1801.3,246778.68
T00007207,TRD0025,AMZN,2022-12-21,2022-12-21 10:01:00,SELL,279,456.15,127265.04
T00007208,TRD0025,GOOGL,2024-02-13,2024-02-13 11:47:00,BUY,76,1035.8,78720.82
T00007209,TRD0025,RELIANCE,2024-01-01,2024-01-01 10:40:00,SELL,337,1736.94,585349.75
T00007210,TRD0025,MSFT,2023-04-04,2023-04-04 11:22:00,SELL,205,2945.17,603758.85
T00007211,TRD0025,HDFCBANK,2020-12-29,2020-12-29 10:43:00,BUY,90,1302.48,117223.22
T00007212,TRD0025,HDFCBANK,2025-07-18,2025-07-18 10:13:00,SELL,373,2814.08,1049651.3
T00007213,TRD0025,GOOGL,2024-09-17,2024-09-17 13:55:00,SELL,246,980.27,241146.99
T00007214,TRD0025,TSLA,2024-08-08,2024-08-08 12:57:00,BUY,254,843.54,214257.94
T00007215,TRD0025,MSFT,2023-11-30,2023-11-30 11:53:00,SELL,102,3939.02,401780.47
T00007216,TRD0025,GOOGL,2022-09-02,2022-09-02 11:47:00,BUY,387,1061.82,410923.39
T00007217,TRD0025,TSLA,2024-04-18,2024-04-18 13:12:00,BUY,298,722.54,215317.74
T00007218,TRD0025,RELIANCE,2023-06-28,2023-06-28 13:26:00,SELL,261,1806.51,471499.18
T00007219,TRD0025,MSFT,2021-05-03,2021-05-03 10:14:00,SELL,376,1850.86,695924.73
T00007220,TRD0025,TSLA,2021-10-14,2021-10-14 14:30:00,SELL,157,441.08,69249.75
T00007221,TRD0025,MSFT,2023-01-26,2023-01-26 09:24:00,SELL,244,2863.05,698584.63
T00007222,TRD0025,AAPL,2023-11-20,2023-11-20 09:13:00,SELL,90,2011.13,181001.72
T00007223,TRD0025,GOOGL,2023-03-28,2023-03-28 09:11:00,BUY,275,1121.95,308536.24
T00007224,TRD0025,AMZN,2023-09-07,2023-09-07 13:23:00,BUY,107,528.4,56539.32
T00007225,TRD0025,MSFT,2023-10-19,2023-10-19 11:18:00,BUY,238,4426.51,1053509.28
T00007226,TRD0025,GOOGL,2025-07-30,2025-07-30 10:01:00,BUY,247,981.32,242386.04
T00007227,TRD0025,MSFT,2025-05-08,2025-05-08 12:47:00,SELL,289,8972.56,2593070.4
T00007228,TRD0025,TSLA,2025-01-10,2025-01-10 12:39:00,BUY,217,950.46,206249.73
T00007229,TRD0025,MSFT,2023-05-23,2023-05-23 13:27:00,BUY,153,3386.05,518065.27
T00007230,TRD0025,AMZN,2023-02-20,2023-02-20 09:50:00,BUY,257,508.48,130679.11
T00007231,TRD0025,RELIANCE,2021-01-28,2021-01-28 14:08:00,SELL,76,1685.55,128101.79
T00007232,TRD0025,AMZN,2023-05-04,2023-05-04 11:46:00,SELL,382,519.11,198300.75
T00007233,TRD0025,GOOGL,2023-12-05,2023-12-05 11:22:00,SELL,327,1177.5,385041.69
T00007234,TRD0025,HDFCBANK,2023-06-23,2023-06-23 10:08:00,BUY,194,1868.01,362394.05
T00007235,TRD0025,MSFT,2025-04-21,2025-04-21 14:45:00,BUY,294,8942.53,2629104.4
T00007236,TRD0025,TSLA,2023-12-28,2023-12-28 13:48:00,BUY,100,594.12,59411.55
T00007237,TRD0025,RELIANCE,2022-05-25,2022-05-25 09:37:00,SELL,313,1881.55,588923.8
T00007238,TRD0025,GOOGL,2021-02-18,2021-02-18 09:43:00,SELL,115,546.93,62897.39
T00007239,TRD0025,AAPL,2022-03-11,2022-03-11 12:02:00,SELL,216,1115.78,241009.2
T00007240,TRD0025,GOOGL,2023-08-16,2023-08-16 13:24:00,SELL,385,1172.7,451489.99
T00007241,TRD0025,RELIANCE,2025-08-01,2025-08-01 13:46:00,BUY,309,2240.29,692249.87
T00007242,TRD0025,AAPL,2023-03-01,2023-03-01 13:01:00,SELL,96,1332.49,127918.82
T00007243,TRD0025,MSFT,2021-08-09,2021-08-09 11:38:00,BUY,246,2109.76,519000.98
T00007244,TRD0025,AAPL,2021-05-27,2021-05-27 13:40:00,SELL,189,1762.22,333059.71
T00007245,TRD0025,RELIANCE,2022-09-01,2022-09-01 10:04:00,SELL,59,1652.66,97507.08
T00007246,TRD0025,RELIANCE,2023-04-12,2023-04-12 14:22:00,SELL,202,1774.98,358546.16
T00007247,TRD0025,HDFCBANK,2023-11-14,2023-11-14 11:26:00,BUY,297,2093.56,621787.78
T00007248,TRD0025,AMZN,2024-04-01,2024-04-01 14:18:00,SELL,129,797.14,102830.54
T00007249,TRD0025,HDFCBANK,2023-09-27,2023-09-27 11:52:00,BUY,350,2010.66,703730.94
T00007250,TRD0025,AMZN,2025-11-07,2025-11-07 12:49:00,BUY,305,918.69,280198.99
T00007251,TRD0025,TSLA,2021-09-21,2021-09-21 10:33:00,BUY,232,365.14,84712.23
T00007252,TRD0025,HDFCBANK,2023-10-13,2023-10-13 12:43:00,SELL,141,2085.44,294046.93
T00007253,TRD0025,TSLA,2024-10-16,2024-10-16 13:16:00,BUY,375,805.89,302208.14
T00007254,TRD0025,RELIANCE,2021-04-26,2021-04-26 14:52:00,SELL,362,1616.4,585135.43
T00007255,TRD0025,MSFT,2022-07-20,2022-07-20 10:53:00,BUY,213,2384.82,507967.7
T00007256,TRD0025,RELIANCE,2021-09-15,2021-09-15 12:28:00,SELL,237,1558.13,369276.58
T00007257,TRD0025,AMZN,2023-04-27,2023-04-27 11:54:00,SELL,295,498.46,147045.14
T00007258,TRD0025,HDFCBANK,2023-07-03,2023-07-03 11:14:00,BUY,88,1952.37,171808.34
T00007259,TRD0025,RELIANCE,2024-10-03,2024-10-03 11:06:00,BUY,396,2484.78,983971.11
T00007260,TRD0025,HDFCBANK,2023-01-19,2023-01-19 11:36:00,SELL,381,1553.54,591900.33
T00007261,TRD0025,HDFCBANK,2025-08-11,2025-08-11 14:44:00,BUY,210,2567.57,539189.07
T00007262,TRD0025,AAPL,2023-04-27,2023-04-27 10:17:00,BUY,120,1417.48,170097.39
T00007263,TRD0025,HDFCBANK,2022-09-07,2022-09-07 14:41:00,BUY,130,1243.24,161621.78
T00007264,TRD0025,MSFT,2021-05-24,2021-05-24 12:05:00,SELL,377,1897.94,715521.6
T00007265,TRD0025,RELIANCE,2025-02-26,2025-02-26 10:05:00,SELL,202,2064.09,416946.38
T00007266,TRD0025,AMZN,2024-01-24,2024-01-24 14:31:00,BUY,293,652.18,191089.48
T00007267,TRD0025,HDFCBANK,2022-09-23,2022-09-23 14:34:00,SELL,366,1370.16,501480.3
T00007268,TRD0025,TSLA,2022-04-28,2022-04-28 14:00:00,BUY,116,629.58,73030.84
T00007269,TRD0025,TSLA,2025-03-05,2025-03-05 09:25:00,BUY,164,1002.75,164451.21
T00007270,TRD0025,TSLA,2024-01-02,2024-01-02 13:42:00,BUY,313,592.63,185493.12
T00007271,TRD0025,HDFCBANK,2025-12-25,2025-12-25 13:16:00,BUY,296,1986.26,587933.99
T00007272,TRD0025,AAPL,2022-08-01,2022-08-01 11:27:00,SELL,121,1129.8,136706.07
T00007273,TRD0025,AMZN,2024-11-07,2024-11-07 12:37:00,BUY,138,836.54,115443.14
T00007274,TRD0025,GOOGL,2025-07-23,2025-07-23 09:31:00,SELL,279,983.59,274421.81
T00007275,TRD0025,AMZN,2023-07-14,2023-07-14 12:12:00,SELL,224,484.44,108513.45
T00007276,TRD0025,MSFT,2024-10-02,2024-10-02 12:48:00,SELL,201,5545.17,1114579.65
T00007277,TRD0025,AAPL,2025-03-28,2025-03-28 09:34:00,SELL,240,2732.92,655900.49
T00007278,TRD0025,AMZN,2025-03-25,2025-03-25 13:44:00,BUY,357,801.33,286076.41
T00007279,TRD0025,TSLA,2025-09-01,2025-09-01 13:52:00,SELL,104,833.91,86726.43
T00007280,TRD0025,GOOGL,2021-06-09,2021-06-09 13:29:00,BUY,314,667.54,209608.46
T00007281,TRD0025,RELIANCE,2022-05-03,2022-05-03 09:29:00,SELL,306,1908.05,583863.9
T00007282,TRD0025,MSFT,2021-09-14,2021-09-14 13:09:00,SELL,390,1729.12,674355.88
T00007283,TRD0025,HDFCBANK,2023-06-26,2023-06-26 11:36:00,BUY,124,1881.15,233263.08
